customer_id,name,city,customer_segment,customer_segment_name,salary_delay_days,savings_wow_delta_pct,atm_withdrawal_count_7d,atm_withdrawal_amount_7d,discretionary_spend_7d,lending_upi_count_7d,lending_upi_amount_7d,failed_autodebit_count,utility_payment_delay_days,gambling_spend_7d,credit_utilization,net_cashflow_7d,round_number_withdrawal_count_7d,weekend_spend_ratio,net_cashflow_trend_slope,expected_risk_profile
SIM-0300,Pooja Kumar,Bangalore,1,self-employed,7.27,-22.19,8,9410.24,13571.26,4,15177.04,4,12.06,1176.95,0.7713,-11706.11,8,0.7941,-370.1252,HIGH
SIM-0301,Mohit Bose,Pune,1,self-employed,1.97,-0.99,3,6574.77,5411.35,1,4984.64,1,1.76,616.51,0.448,248.08,2,0.586,-143.7459,MEDIUM
SIM-0302,Priya Kumar,Chandigarh,0,salaried,16.71,-19.36,8,12549.89,5496.96,5,7832.81,3,5.65,4197.24,0.9625,-6507.37,8,0.6945,-408.1565,HIGH
SIM-0303,Pooja Malhotra,Hyderabad,2,farmer,9.66,-10.98,12,20075.17,8089.49,6,9325.87,3,18.54,2090.84,0.8986,-3541.83,8,0.6719,-103.3389,HIGH
SIM-0304,Priya Patel,Surat,0,salaried,4.09,-1.41,6,3215.03,5426.35,1,2045.43,0,0.62,737.88,0.5982,-2113.42,3,0.3625,-12.832,MEDIUM
SIM-0305,Arjun Bose,Chennai,4,student,25.97,-13.35,6,22375.14,7550.71,3,3037.68,4,12.06,945.14,0.8539,-11747.31,5,0.7882,-386.3544,HIGH
SIM-0306,Anjali Nair,Lucknow,0,salaried,4.94,-4.58,6,4516.73,4815.91,2,1050.18,1,1.67,158.37,0.6093,-2498.71,2,0.3626,2.7789,MEDIUM
SIM-0307,Pooja Patel,Lucknow,4,student,6.8,-34.07,9,5832.78,4940.75,5,8883.48,2,19.36,1971.53,0.7566,-14903.8,4,0.6968,-153.8665,HIGH
SIM-0308,Suresh Malhotra,Ahmedabad,4,student,7.27,-35.43,14,17447.09,7067.36,4,19223.06,5,8.26,944.65,0.9346,-12600.27,8,0.7878,-298.7285,HIGH
SIM-0309,Rahul Sharma,Chennai,5,other,4.4,-7.31,6,1839.09,5234.27,3,1549.22,1,1.53,272.41,0.5345,-1925.28,3,0.4877,-140.5684,MEDIUM
SIM-0310,Deepak Joshi,Bangalore,5,other,1.12,-12.61,6,2964.21,2499.62,1,3771.18,0,0.44,630.13,0.4973,1973.2,2,0.5008,-111.3138,MEDIUM
SIM-0311,Rajan Malhotra,Pune,2,farmer,26.05,-16.62,11,15335.86,4351.62,4,12213.18,3,11.62,1536.32,0.8053,-10015.74,6,0.6926,-166.0591,HIGH
SIM-0312,Vikram Nair,Hyderabad,0,salaried,0.22,4.96,1,1801.29,286.89,1,129.8,0,1.23,179.03,0.3599,9840.35,1,0.2833,265.5652,LOW
SIM-0313,Sneha Desai,Pune,3,freelancer,16.07,-30.61,7,15404.52,6231.29,5,14585.85,3,17.35,4055.43,0.8254,-14570.28,5,0.6444,-365.0773,HIGH
SIM-0314,Arjun Nair,Delhi,0,salaried,0.11,18.64,0,1652.05,1279.15,1,556.68,0,0.03,74.37,0.0865,16290.51,1,0.213,77.8826,LOW
SIM-0315,Rahul Singh,Bangalore,4,student,6.82,-9.14,5,5807.21,3012.8,2,3644.66,0,1.07,54.02,0.6295,-1070.85,3,0.506,-20.2288,MEDIUM
SIM-0316,Suresh Singh,Lucknow,1,self-employed,16.83,-18.53,14,16600.37,8929.01,11,10601.95,4,10.38,692.75,0.9557,-10402.95,8,0.6025,-347.0552,HIGH
SIM-0317,Anjali Mehta,Indore,3,freelancer,6.21,-28.18,9,17579.72,11116.72,3,13142.87,3,12.73,967.16,0.8746,-10940.05,9,0.8252,-251.6468,HIGH
SIM-0318,Sneha Malhotra,Indore,4,student,1.46,4.88,0,194.83,1512.48,0,443.82,0,1.99,144.51,0.0789,8418.53,0,0.2402,262.325,LOW
SIM-0319,Kavita Patel,Jaipur,0,salaried,1.82,-0.12,3,6439.29,5898.42,1,4118.26,0,6.41,115.31,0.6782,505.63,3,0.4832,-102.5691,MEDIUM
SIM-0320,Pooja Desai,Mumbai,1,self-employed,1.27,-1.28,2,2229.8,3739.16,1,2499.89,1,4.85,87.7,0.4005,880.53,1,0.5843,-59.563,MEDIUM
SIM-0321,Rahul Kumar,Kolkata,3,freelancer,17.07,-21.49,9,13155.07,5275.73,10,6097.72,4,16.7,1506.38,0.978,-7604.37,6,0.6239,-148.3977,HIGH
SIM-0322,Vikram Kumar,Lucknow,3,freelancer,5.53,-1.86,3,6677.34,2055.09,3,2958.15,1,0.41,760.95,0.4431,-1846.11,4,0.5677,-103.0068,MEDIUM
SIM-0323,Rajan Rao,Bangalore,0,salaried,1.36,14.17,1,1247.4,1030.07,1,954.04,0,0.87,18.15,0.0589,3624.85,2,0.3643,339.5281,LOW
SIM-0324,Deepak Gupta,Mumbai,5,other,0.81,19.73,2,1456.35,2106.63,1,521.4,0,0.63,162.77,0.188,18381.19,2,0.1684,81.6781,LOW
SIM-0325,Deepak Verma,Nagpur,0,salaried,6.62,-5.01,4,7042.8,2811.86,1,3519.82,1,6.33,7.1,0.4924,827.88,2,0.375,-138.461,MEDIUM
SIM-0326,Rahul Mehta,Hyderabad,1,self-employed,1.01,18.64,1,1760.45,1980.26,1,802.5,0,0.94,47.53,0.1593,16484.93,2,0.2447,76.7325,LOW
SIM-0327,Rahul Nair,Kolkata,5,other,0.03,12.09,2,892.69,1765.58,0,438.41,0,1.51,187.81,0.082,13750.08,2,0.1884,231.7961,LOW
SIM-0328,Vikram Sharma,Mumbai,5,other,0.77,15.04,0,2858.27,1252.15,0,862.57,0,0.07,128.06,0.264,6327.65,1,0.2847,71.8914,LOW
SIM-0329,Nisha Verma,Pune,5,other,0.59,5.71,2,713.28,315.96,1,335.92,0,1.77,6.91,0.2843,16161.11,2,0.3252,222.266,LOW
SIM-0330,Sneha Bose,Mumbai,5,other,16.12,-14.28,12,19063.43,13046.85,3,3508.67,2,7.51,2312.57,0.9635,-10243.53,4,0.6443,-144.5278,HIGH
SIM-0331,Meera Malhotra,Kolkata,1,self-employed,2.87,0.32,2,6699.41,3783.62,2,3662.58,0,5.46,148.69,0.5925,-2158.99,1,0.3513,1.6709,MEDIUM
SIM-0332,Sneha Malhotra,Ahmedabad,0,salaried,0.36,18.66,2,2507.37,395.05,1,234.18,0,1.02,159.81,0.1756,17189.46,1,0.1615,142.8829,LOW
SIM-0333,Rahul Desai,Jaipur,1,self-employed,2.38,-7.6,4,4130.36,2241.67,1,1616.44,0,4.43,81.67,0.7456,18.66,3,0.397,-25.7518,MEDIUM
SIM-0334,Meera Bose,Chandigarh,2,farmer,0.41,13.78,1,1416.77,1437.2,1,520.52,0,1.4,139.94,0.245,7965.64,2,0.1547,52.2013,LOW
SIM-0335,Priya Nair,Chennai,5,other,0.61,11.91,1,2058.3,1742.3,0,305.76,0,1.67,187.93,0.3207,17137.83,2,0.1589,296.0064,LOW
SIM-0336,Arjun Verma,Chennai,0,salaried,13.14,-22.13,8,12727.87,11196.0,11,6592.27,5,11.27,575.41,0.8221,-11978.23,4,0.7388,-451.5636,HIGH
SIM-0337,Meera Nair,Indore,0,salaried,18.2,-22.48,11,18959.26,14966.23,10,13147.85,4,16.86,4045.82,0.7758,-13262.23,9,0.7907,-445.9625,HIGH
SIM-0338,Suresh Malhotra,Indore,5,other,0.05,18.88,2,1210.11,1657.83,0,911.85,0,0.94,35.71,0.12,14522.85,2,0.2289,93.4399,LOW
SIM-0339,Arjun Bose,Mumbai,5,other,3.68,-10.08,3,5951.06,3918.04,3,4044.26,1,4.76,706.17,0.6544,-26.78,2,0.3919,26.024,MEDIUM
SIM-0340,Arjun Malhotra,Kolkata,2,farmer,3.12,4.57,2,3026.41,3496.83,1,1094.22,1,0.54,723.58,0.7384,1495.6,4,0.397,-72.6148,MEDIUM
SIM-0341,Mohit Verma,Chennai,3,freelancer,2.05,-4.34,6,2653.87,2365.01,1,1940.18,0,5.49,138.33,0.6475,-539.22,1,0.45,24.9924,MEDIUM
SIM-0342,Priya Rao,Chandigarh,5,other,0.19,1.88,1,2184.97,828.13,1,934.95,0,0.75,132.64,0.1972,5933.37,1,0.2378,393.5705,LOW
SIM-0343,Pooja Nair,Surat,4,student,2.78,-12.41,3,3927.92,5546.22,1,2876.97,0,1.64,40.51,0.4374,-1321.7,2,0.3713,-117.9502,MEDIUM
SIM-0344,Amit Khan,Chennai,4,student,1.04,-9.06,2,7976.79,5647.53,1,2906.61,0,5.09,376.63,0.5602,-1522.34,3,0.4063,-32.1273,MEDIUM
SIM-0345,Arjun Sharma,Ahmedabad,1,self-employed,22.28,-17.94,8,24400.99,12273.54,8,11256.15,3,8.89,2637.62,0.8394,-2470.35,3,0.8331,-224.4241,HIGH
SIM-0346,Amit Malhotra,Mumbai,2,farmer,5.06,-0.75,2,4669.99,5050.95,3,1916.87,1,2.63,138.42,0.4728,-1452.09,2,0.5224,-65.9836,MEDIUM
SIM-0347,Priya Desai,Pune,0,salaried,2.93,-0.11,6,7635.57,2971.38,3,4160.02,0,0.12,552.34,0.4769,-1706.31,4,0.4862,-33.1586,MEDIUM
SIM-0348,Rahul Desai,Bangalore,3,freelancer,1.45,-13.19,6,4194.87,3598.78,1,4995.55,0,3.24,373.79,0.6455,-523.44,3,0.4312,-99.1162,MEDIUM
SIM-0349,Mohit Desai,Indore,4,student,0.1,16.96,0,2975.4,1128.59,0,802.57,0,0.82,39.2,0.1512,13692.96,1,0.3955,60.5355,LOW
SIM-0350,Sneha Mehta,Jaipur,4,student,2.98,-6.94,5,2736.57,4902.31,1,1014.84,0,0.09,654.9,0.4229,1881.74,1,0.5414,-118.9518,MEDIUM
SIM-0351,Mohit Patel,Surat,4,student,10.09,-21.9,12,7869.04,12287.17,10,11128.13,3,13.19,2584.06,0.7667,-2466.35,4,0.795,-209.9608,HIGH
SIM-0352,Priya Mehta,Jaipur,0,salaried,11.38,-14.42,7,7852.48,12325.1,9,11735.91,5,13.55,619.77,0.9744,-12987.5,3,0.593,-433.4049,HIGH
SIM-0353,Amit Kumar,Pune,1,self-employed,0.9,3.45,0,1524.97,1300.62,1,646.86,0,0.15,58.85,0.3672,13200.08,2,0.3248,376.0147,LOW
SIM-0354,Rajan Joshi,Lucknow,5,other,2.1,-12.26,6,3488.97,3773.56,2,4826.93,1,5.69,340.85,0.4684,842.04,3,0.5339,43.113,MEDIUM
SIM-0355,Rahul Kumar,Surat,5,other,1.73,8.11,0,286.84,814.57,0,355.22,0,1.43,51.83,0.3865,11116.58,0,0.3703,126.8983,LOW
SIM-0356,Rajan Kumar,Ahmedabad,3,freelancer,0.74,10.83,1,867.37,1253.88,0,663.71,0,1.47,153.31,0.1269,11112.49,2,0.3086,296.4492,LOW
SIM-0357,Arjun Patel,Nagpur,0,salaried,1.14,-12.05,5,1944.95,5307.24,1,2526.62,1,1.17,543.77,0.7317,527.86,1,0.3912,21.6115,MEDIUM
SIM-0358,Anjali Singh,Bangalore,2,farmer,0.08,1.17,0,2895.99,473.37,0,913.26,0,1.88,46.19,0.2758,12213.01,1,0.2748,297.3179,LOW
SIM-0359,Rajan Joshi,Delhi,2,farmer,0.93,18.31,2,2041.79,1440.48,0,871.7,0,0.13,93.57,0.2909,1364.5,1,0.24,387.8271,LOW
SIM-0360,Nisha Gupta,Kolkata,3,freelancer,4.27,0.82,4,6448.31,1912.24,2,550.01,0,6.29,526.91,0.5872,-1995.31,2,0.5394,-77.7293,MEDIUM
SIM-0361,Rajan Mehta,Chandigarh,1,self-employed,22.94,-22.71,10,23199.42,12837.29,4,15896.45,4,5.29,4162.21,0.7707,-11616.03,3,0.83,-242.4685,HIGH
SIM-0362,Anjali Kumar,Pune,5,other,6.07,-38.78,10,15830.22,14586.52,11,13958.84,4,12.2,1106.07,0.8383,-11797.48,4,0.6233,-496.1512,HIGH
SIM-0363,Arjun Kumar,Mumbai,1,self-employed,3.17,1.04,2,3997.31,2519.57,2,4247.62,0,2.53,481.04,0.7265,-1675.77,4,0.3749,-8.6407,MEDIUM
SIM-0364,Kavita Nair,Chennai,0,salaried,5.37,-13.04,6,1539.01,1719.7,3,2072.53,0,2.11,607.17,0.4865,-2980.77,2,0.5656,-149.6732,MEDIUM
SIM-0365,Rajan Verma,Delhi,0,salaried,5.35,-2.12,4,3479.2,1686.29,1,2317.81,0,0.83,748.72,0.47,-2183.41,3,0.5883,39.2144,MEDIUM
SIM-0366,Mohit Singh,Mumbai,3,freelancer,3.74,-7.19,2,6746.69,4446.77,2,2694.71,1,3.81,161.71,0.4879,225.57,3,0.3604,-106.2338,MEDIUM
SIM-0367,Amit Kumar,Jaipur,1,self-employed,0.28,13.24,0,2355.2,914.29,0,961.12,0,1.81,138.14,0.1401,19788.03,0,0.3596,236.397,LOW
SIM-0368,Meera Singh,Surat,5,other,1.65,-2.22,5,1969.19,5296.61,3,3008.16,0,0.64,95.31,0.4415,-301.35,2,0.4804,-51.7449,MEDIUM
SIM-0369,Rajan Kumar,Kolkata,1,self-employed,12.52,-12.89,12,16042.64,10972.02,9,14762.3,3,5.14,4270.17,0.8334,-10011.94,7,0.6008,-339.9628,HIGH
SIM-0370,Meera Khan,Chennai,5,other,24.67,-11.02,9,6622.8,7886.75,7,19816.16,3,12.37,3507.05,0.834,-6787.89,6,0.7967,-235.7199,HIGH
SIM-0371,Rahul Iyer,Pune,4,student,6.49,-2.88,6,4020.97,1685.98,1,894.17,1,5.26,496.58,0.4541,-1640.44,4,0.5541,-61.7629,MEDIUM
SIM-0372,Vikram Gupta,Jaipur,3,freelancer,1.42,3.96,2,3858.91,2186.45,1,1835.59,0,1.75,602.91,0.539,946.32,3,0.3919,45.8388,MEDIUM
SIM-0373,Pooja Khan,Ahmedabad,4,student,1.51,13.91,1,1729.73,1074.37,0,268.53,0,0.03,115.81,0.1357,6270.66,0,0.2648,318.7368,LOW
SIM-0374,Pooja Rao,Mumbai,2,farmer,1.99,13.17,2,2561.76,1366.93,0,147.15,0,1.95,76.98,0.264,18088.79,2,0.2855,266.3475,LOW
SIM-0375,Pooja Desai,Chandigarh,5,other,4.37,-5.18,3,4079.96,2364.11,1,2203.76,0,4.71,315.93,0.4925,-752.19,3,0.5859,33.8714,MEDIUM
SIM-0376,Deepak Singh,Indore,0,salaried,4.88,-10.49,5,7879.46,5065.63,2,3934.68,1,5.51,426.46,0.6649,1112.48,1,0.5648,-20.2248,MEDIUM
SIM-0377,Rahul Rao,Pune,4,student,5.86,-13.47,3,1715.27,2353.48,3,2292.23,0,4.05,553.25,0.4141,1921.62,2,0.4676,-129.8479,MEDIUM
SIM-0378,Meera Desai,Indore,4,student,0.85,4.13,0,1069.81,1941.58,0,472.61,0,0.44,3.13,0.281,12977.36,0,0.2282,370.3333,LOW
SIM-0379,Meera Rao,Bangalore,4,student,1.55,-10.15,2,5183.95,4439.38,2,1626.35,1,2.38,28.25,0.5357,732.48,2,0.5475,-142.8385,MEDIUM
SIM-0380,Suresh Khan,Pune,0,salaried,3.61,-2.28,6,4346.68,3114.3,3,3683.53,1,1.08,340.15,0.6822,-18.42,3,0.4999,-29.9992,MEDIUM
SIM-0381,Arjun Gupta,Chandigarh,5,other,1.32,5.36,1,1446.93,1531.18,1,375.08,0,0.48,69.78,0.3032,4062.6,1,0.3426,216.7652,LOW
SIM-0382,Amit Khan,Chandigarh,2,farmer,5.45,1.96,5,5659.73,4608.52,2,2952.28,1,3.52,301.5,0.4291,1410.67,3,0.4842,18.108,MEDIUM
SIM-0383,Sneha Sharma,Lucknow,2,farmer,7.0,-27.82,10,18899.68,10308.42,3,8972.2,2,17.66,4559.43,0.94,-14135.93,9,0.6709,-246.5373,HIGH
SIM-0384,Priya Nair,Delhi,2,farmer,18.53,-26.59,9,18219.59,11572.0,3,16211.72,5,18.95,2501.99,0.9465,-5031.11,7,0.8059,-208.9509,HIGH
SIM-0385,Anjali Mehta,Delhi,5,other,1.78,11.26,0,1912.08,1057.68,0,17.85,0,1.74,64.81,0.3374,5408.34,1,0.2347,132.7752,LOW
SIM-0386,Sneha Mehta,Indore,4,student,0.19,2.78,1,82.94,412.24,0,254.01,0,0.18,159.12,0.1881,8487.92,1,0.2178,156.6204,LOW
SIM-0387,Suresh Iyer,Surat,2,farmer,7.17,-23.62,8,6067.96,9076.12,11,12886.79,4,18.58,634.54,0.8666,-13791.69,4,0.6073,-284.0991,HIGH
SIM-0388,Meera Patel,Jaipur,2,farmer,1.15,19.03,0,2063.13,1375.39,0,996.44,0,0.88,102.86,0.308,7843.47,0,0.2742,89.6625,LOW
SIM-0389,Nisha Rao,Lucknow,1,self-employed,1.21,15.93,1,1717.43,1454.33,0,681.8,0,1.54,24.16,0.1717,1459.13,1,0.1692,238.5542,LOW
SIM-0390,Priya Bose,Chandigarh,5,other,2.1,-10.21,3,4971.46,2133.6,1,3241.94,1,6.35,702.6,0.4098,990.15,4,0.4617,7.8703,MEDIUM
SIM-0391,Meera Malhotra,Surat,3,freelancer,1.34,17.34,0,1319.75,1391.85,0,980.79,0,0.65,20.89,0.2949,18062.42,2,0.3287,245.5392,LOW
SIM-0392,Meera Bose,Pune,0,salaried,3.5,4.09,4,3270.64,3587.95,3,662.2,1,6.1,86.22,0.4688,1012.72,1,0.581,16.7876,MEDIUM
SIM-0393,Deepak Rao,Jaipur,4,student,0.92,3.35,2,125.01,1169.53,1,494.08,0,0.4,144.67,0.0531,18729.8,0,0.3024,101.0615,LOW
SIM-0394,Deepak Malhotra,Jaipur,1,self-employed,1.82,2.6,2,1620.81,821.85,1,877.85,0,0.07,158.31,0.2486,16831.64,1,0.3154,95.4083,LOW
SIM-0395,Anjali Singh,Indore,2,farmer,2.6,-12.71,6,1389.54,2253.56,3,782.04,0,5.01,133.98,0.4785,1881.93,2,0.366,-15.5251,MEDIUM
SIM-0396,Rahul Iyer,Lucknow,4,student,0.84,0.7,2,2716.02,869.78,0,848.55,0,1.61,70.06,0.3784,15510.86,0,0.1854,323.0073,LOW
SIM-0397,Arjun Patel,Hyderabad,3,freelancer,1.41,7.11,0,1324.08,722.58,0,957.97,0,0.42,152.53,0.3244,17032.21,1,0.2079,207.1283,LOW
SIM-0398,Sneha Sharma,Hyderabad,5,other,27.34,-15.38,8,20497.9,6035.79,9,9346.08,3,9.52,4040.13,0.762,-11037.83,7,0.7656,-419.8275,HIGH
SIM-0399,Pooja Patel,Surat,3,freelancer,1.92,5.23,0,1318.5,2157.85,0,302.44,0,1.4,167.74,0.1647,16923.49,2,0.1956,113.4632,LOW
SIM-0400,Sneha Desai,Lucknow,0,salaried,5.79,-6.15,5,7187.74,3675.48,1,3452.08,0,0.99,324.36,0.7381,-619.61,2,0.4247,-36.1297,MEDIUM
SIM-0401,Amit Nair,Surat,3,freelancer,1.75,0.16,2,228.11,2216.94,0,488.97,0,0.21,189.39,0.264,18535.85,1,0.3941,345.4819,LOW
SIM-0402,Kavita Gupta,Ahmedabad,4,student,3.56,-0.18,3,4520.62,1759.49,1,1874.41,1,0.83,528.56,0.6212,246.72,4,0.3503,48.7418,MEDIUM
SIM-0403,Anjali Kumar,Hyderabad,1,self-employed,3.96,-9.15,6,5487.62,3240.45,2,1779.23,1,0.34,315.72,0.5854,1934.53,2,0.434,41.0847,MEDIUM
SIM-0404,Sneha Malhotra,Ahmedabad,2,farmer,18.73,-35.89,12,20198.43,11387.5,5,4130.94,4,13.2,2482.11,0.9152,-12795.74,7,0.7066,-306.8354,HIGH
SIM-0405,Nisha Malhotra,Nagpur,3,freelancer,1.5,19.11,1,2245.96,776.84,0,777.7,0,1.39,183.84,0.2714,16373.97,0,0.3988,160.0687,LOW
SIM-0406,Nisha Sharma,Surat,2,farmer,0.01,16.08,0,1742.81,2316.78,1,971.77,0,0.47,143.04,0.1069,9467.68,2,0.178,267.3122,LOW
SIM-0407,Priya Joshi,Mumbai,0,salaried,1.5,2.42,0,1999.2,1515.87,0,628.67,0,1.31,186.7,0.2901,2941.47,0,0.1781,158.4078,LOW
SIM-0408,Amit Bose,Chandigarh,4,student,22.99,-22.27,6,17317.82,6014.24,9,17628.35,3,15.82,3892.71,0.8284,-10638.04,3,0.5542,-394.9646,HIGH
SIM-0409,Vikram Verma,Lucknow,1,self-employed,3.77,-11.65,6,1286.91,3267.67,1,1004.95,1,6.22,470.26,0.7479,-1665.36,2,0.3925,-71.3698,MEDIUM
SIM-0410,Nisha Rao,Chennai,4,student,4.92,1.97,2,2852.2,2885.95,1,4100.82,1,0.52,747.85,0.4138,723.09,2,0.3743,-16.2284,MEDIUM
SIM-0411,Nisha Rao,Chennai,2,farmer,1.61,1.14,6,2991.01,4903.28,3,4502.35,1,5.82,783.06,0.5988,-850.71,2,0.5966,-116.6534,MEDIUM
SIM-0412,Kavita Joshi,Chandigarh,2,farmer,5.28,-9.36,2,2955.17,4613.63,2,647.36,0,3.29,102.68,0.6765,231.31,3,0.5135,-60.6161,MEDIUM
SIM-0413,Deepak Singh,Indore,0,salaried,14.17,-29.68,14,22475.28,6744.45,10,5208.55,3,14.22,615.35,0.8863,-14596.45,7,0.7008,-262.0833,HIGH
SIM-0414,Suresh Rao,Delhi,1,self-employed,4.85,2.18,6,4074.35,4930.46,1,1340.52,1,2.32,408.47,0.5554,1024.97,4,0.5501,-110.0391,MEDIUM
SIM-0415,Sneha Rao,Chandigarh,2,farmer,6.46,1.17,6,1676.96,5533.01,3,3551.83,1,3.31,286.09,0.6843,-524.92,2,0.4955,5.3017,MEDIUM
SIM-0416,Nisha Patel,Bangalore,2,farmer,0.72,15.28,0,2219.89,791.17,1,630.53,0,1.16,95.87,0.3905,19647.54,0,0.1653,297.2292,LOW
SIM-0417,Arjun Verma,Hyderabad,4,student,0.19,4.68,1,427.7,1798.5,0,936.49,0,1.52,47.6,0.1226,12306.9,1,0.1613,90.6019,LOW
SIM-0418,Meera Nair,Surat,5,other,10.8,-24.63,10,23352.98,5674.34,6,3807.45,5,7.48,1993.46,0.9681,-2533.09,5,0.8003,-110.648,HIGH
SIM-0419,Rahul Kumar,Chennai,3,freelancer,1.66,7.4,0,2237.79,1278.92,0,41.67,0,0.89,95.78,0.331,14485.61,1,0.2587,295.6031,LOW
SIM-0420,Arjun Patel,Delhi,3,freelancer,1.03,8.88,0,2447.54,1203.23,0,12.0,0,1.11,49.36,0.3063,6240.65,0,0.1951,144.0495,LOW
SIM-0421,Rahul Singh,Bangalore,5,other,7.84,-15.02,10,7416.07,5341.48,10,12872.91,2,18.27,1493.11,0.8346,-12579.99,5,0.5994,-174.8152,HIGH
SIM-0422,Mohit Khan,Ahmedabad,0,salaried,1.17,7.81,1,1718.71,1644.51,1,988.47,0,1.36,95.51,0.3724,15041.28,0,0.3342,274.4022,LOW
SIM-0423,Vikram Gupta,Nagpur,2,farmer,27.49,-24.52,14,6810.76,9735.99,9,11696.32,2,6.43,2738.43,0.7648,-3400.49,7,0.6351,-308.8375,HIGH
SIM-0424,Vikram Desai,Kolkata,0,salaried,1.04,1.08,2,3876.15,2086.06,2,674.57,0,0.94,52.09,0.7371,1977.41,1,0.5255,-36.3449,MEDIUM
SIM-0425,Amit Sharma,Chandigarh,5,other,25.68,-22.32,7,12631.55,5568.88,7,9050.54,2,10.43,2560.47,0.8243,-13773.61,7,0.6179,-421.6764,HIGH
SIM-0426,Nisha Gupta,Lucknow,5,other,8.91,-39.49,6,15327.11,10116.7,9,18146.77,5,18.76,2620.37,0.779,-14577.79,7,0.7357,-107.3383,HIGH
SIM-0427,Meera Joshi,Chandigarh,5,other,1.8,4.8,2,485.14,1950.5,1,709.89,0,1.48,133.55,0.3864,5901.23,2,0.1957,87.6629,LOW
SIM-0428,Arjun Joshi,Lucknow,2,farmer,25.31,-23.79,10,16388.69,11467.73,10,5502.12,5,13.34,3704.94,0.9534,-7585.38,9,0.6054,-133.853,HIGH
SIM-0429,Arjun Malhotra,Bangalore,5,other,6.59,-14.56,2,4692.58,1625.12,3,1967.32,1,5.82,120.28,0.6554,1782.18,3,0.4244,-0.0943,MEDIUM
SIM-0430,Mohit Nair,Jaipur,3,freelancer,3.85,-12.61,5,5880.51,4251.03,2,2298.77,0,4.35,510.03,0.5833,1614.92,1,0.5878,-126.6794,MEDIUM
SIM-0431,Mohit Patel,Hyderabad,0,salaried,5.64,-4.66,5,6599.8,3188.78,2,1748.56,0,4.33,157.26,0.594,730.47,3,0.58,-7.2164,MEDIUM
SIM-0432,Vikram Kumar,Surat,4,student,1.06,0.57,4,5515.17,5184.27,3,1999.69,1,3.58,495.05,0.4105,286.03,3,0.4274,-8.7422,MEDIUM
SIM-0433,Arjun Malhotra,Hyderabad,0,salaried,1.49,9.72,2,1097.64,2340.27,0,877.29,0,1.91,21.39,0.3699,12635.53,0,0.2461,108.8907,LOW
SIM-0434,Suresh Gupta,Ahmedabad,5,other,2.58,-5.14,4,7626.18,3077.52,3,3933.78,1,6.4,393.89,0.5311,1039.81,4,0.4612,2.3731,MEDIUM
SIM-0435,Rahul Rao,Nagpur,3,freelancer,1.14,19.02,0,2108.05,683.39,0,773.6,0,1.04,7.92,0.2445,19290.79,1,0.1718,218.3508,LOW
SIM-0436,Anjali Nair,Nagpur,5,other,1.56,-7.47,2,5079.18,1788.16,2,3670.51,0,1.81,427.59,0.5305,-315.48,3,0.545,-0.0656,MEDIUM
SIM-0437,Meera Malhotra,Chennai,3,freelancer,1.04,9.36,0,1781.19,376.01,0,630.28,0,1.21,23.82,0.229,19278.34,2,0.3159,261.2511,LOW
SIM-0438,Anjali Verma,Pune,1,self-employed,22.96,-29.85,12,7267.16,5196.06,9,7254.51,4,6.9,1194.79,0.7589,-6956.01,5,0.6331,-347.4676,HIGH
SIM-0439,Kavita Joshi,Mumbai,0,salaried,0.46,17.02,2,496.86,541.46,0,486.39,0,1.64,125.12,0.1759,19822.2,2,0.2028,200.7331,LOW
SIM-0440,Nisha Singh,Chennai,0,salaried,13.15,-14.88,9,8831.25,12653.94,5,4611.46,2,6.74,4817.21,0.8072,-7224.01,5,0.8367,-190.2439,HIGH
SIM-0441,Sneha Desai,Mumbai,5,other,14.94,-16.81,10,24177.94,5627.95,8,11442.28,5,17.2,1689.0,0.9524,-14319.93,5,0.6347,-274.1201,HIGH
SIM-0442,Arjun Malhotra,Lucknow,4,student,1.68,13.32,0,2714.03,1545.12,0,542.7,0,0.31,31.21,0.319,17200.36,1,0.3735,325.091,LOW
SIM-0443,Mohit Desai,Indore,1,self-employed,22.8,-29.16,13,11171.63,14459.6,7,9655.41,3,6.77,4024.61,0.952,-13796.76,7,0.6201,-419.2797,HIGH
SIM-0444,Rajan Bose,Pune,0,salaried,2.01,-11.84,4,5917.34,1956.04,1,2531.53,1,3.27,543.78,0.5986,224.95,2,0.4843,-122.3168,MEDIUM
SIM-0445,Sneha Patel,Ahmedabad,3,freelancer,10.63,-21.19,14,18797.74,7085.37,7,10188.53,4,9.04,2936.03,0.8127,-4963.02,7,0.6015,-118.5691,HIGH
SIM-0446,Priya Singh,Chennai,2,farmer,1.12,18.97,2,1623.95,812.08,1,158.86,0,1.57,45.84,0.0982,3970.64,0,0.2914,276.8583,LOW
SIM-0447,Suresh Iyer,Bangalore,5,other,1.94,-9.2,4,5269.24,5018.51,3,4071.18,1,1.55,676.71,0.664,-117.22,2,0.5554,-102.4148,MEDIUM
SIM-0448,Anjali Kumar,Bangalore,5,other,0.31,3.25,1,784.93,1611.52,1,126.47,0,1.15,33.14,0.1381,10514.71,2,0.3703,351.8154,LOW
SIM-0449,Rahul Verma,Kolkata,3,freelancer,0.27,13.01,2,1434.81,1192.54,1,293.18,0,1.89,87.85,0.2899,1303.11,1,0.1802,92.1422,LOW
